Timestamp,ImageFilename,RecognizedText
2025-06-05 09:46:57,plate_CAB8874_20250605_094657_609806_0000.jpg,CAB8874
2025-06-05 09:53:40,plate_SP2904_20250605_095340_554732_0001.jpg,SP 2904
2025-06-05 14:01:09,plate_MPH3392_20250605_140109_924247_0000.jpg,MPH3392
2025-06-05 15:18:12,plate_UKL6036_20250605_151812_441307_0000.jpg,UKL6036
2025-06-05 15:18:37,plate_576036_20250605_151837_426144_0001.jpg,576036
2025-06-05 15:19:10,plate_JKL603_20250605_151910_399340_0002.jpg,JKL603
2025-06-05 15:19:30,plate_LKL6036_20250605_151930_009979_0003.jpg,LKL 6036
2025-06-05 15:19:46,plate_KL6036_20250605_151946_268975_0004.jpg,KL6036
2025-06-05 15:20:59,plate_717_20250605_152059_194424_0005.jpg,717
2025-06-05 15:21:37,plate_KO300_20250605_152137_988646_0006.jpg,KO 300
2025-06-05 15:22:56,plate_8223_20250605_152256_140022_0007.jpg,8223
2025-06-05 15:23:12,plate_82231ERU_20250605_152312_391809_0008.jpg,82231 ERU
2025-06-05 15:23:51,plate_KU92231_20250605_152351_538705_0009.jpg,KU 92231
2025-06-05 15:24:44,plate_GC2733_20250605_152444_445377_0010.jpg,GC 2733
2025-06-05 15:57:58,plate_446347_20250605_155758_910612_0000.jpg,446347
2025-06-05 15:58:37,plate_0R4I_20250605_155837_787262_0001.jpg,0R4I
2025-06-05 15:59:44,plate_CAI_20250605_155944_678086_0002.jpg,CAI
2025-06-05 16:00:13,plate_CAUWW7A_20250605_160013_556730_0003.jpg,CAU WW7A
2025-06-05 16:00:29,plate_CAB1872_20250605_160029_792942_0004.jpg,CAB 1872
2025-06-05 16:00:49,plate_CILB4L_20250605_160049_943039_0005.jpg,CIL B4L
2025-06-05 16:17:58,plate_C0731_20250605_161758_471433_0000.jpg,C0731
2025-06-05 16:18:14,plate_LCNB8872_20250605_161814_792836_0001.jpg,LCNB8872
2025-06-05 16:18:40,plate_CA771677_20250605_161840_813166_0002.jpg,CA771677
2025-06-05 16:19:16,plate_IJZIZL_20250605_161916_457679_0003.jpg,IJZIZL
2025-06-05 16:19:41,plate_E52AAL_20250605_161941_829802_0004.jpg,E52 AAL
2025-06-05 16:30:30,plate_KL6038_20250605_163030_604136_0000.jpg,KL6038
2025-06-05 16:37:15,plate_PII_20250605_163715_594210_0001.jpg,PII
2025-06-05 16:37:31,plate_PH3322_20250605_163731_927403_0002.jpg,PH 3322
2025-06-05 16:38:15,plate_73322PH_20250605_163815_775384_0003.jpg,7 3322 PH
2025-06-05 16:38:38,plate_73392_20250605_163838_987459_0004.jpg,7 3392
2025-06-05 16:39:01,plate_PH73322_20250605_163901_153658_0005.jpg,PH 7 3322
2025-06-05 16:39:53,plate_KO3G8_20250605_163953_588391_0006.jpg,KO 3G8
2025-06-05 16:40:32,plate_KL603_20250605_164032_124117_0007.jpg,KL 603
2025-06-05 16:40:53,plate_LKLZ60_20250605_164053_681175_0008.jpg,LKLZ60
2025-06-05 16:41:14,plate_L6036_20250605_164114_789290_0009.jpg,L6036
2025-06-05 16:41:36,plate_L6036I_20250605_164136_028763_0010.jpg,L 6036I
2025-06-05 17:37:13,plate_CAB8872_20250605_173713_563889_0000.jpg,CAB8872
2025-06-05 17:37:34,plate_CAB0874_20250605_173734_792249_0001.jpg,CAB0874
2025-06-05 17:38:03,plate_CAB8374_20250605_173803_233096_0002.jpg,CAB8374
2025-06-05 17:38:26,plate_CAB81377_20250605_173826_065206_0003.jpg,CAB81377
2025-06-05 17:38:42,plate_SNSUNC_20250605_173842_385188_0004.jpg,SNSUNC
2025-06-05 17:39:04,plate_CAB8876_20250605_173904_286174_0005.jpg,CAB8876
2025-06-05 17:39:29,plate_B8872_20250605_173929_283667_0006.jpg,B8872
2025-06-05 17:39:56,plate_CAB8872_20250605_173956_218316_0007.jpg,CAB8872
2025-06-05 17:40:16,plate_CAB8874_20250605_174016_414967_0008.jpg,CAB8874
2025-06-05 17:41:11,plate_278_20250605_174111_454430_0009.jpg,278
2025-06-05 17:41:56,plate_L6636_20250605_174156_508771_0010.jpg,L 6636
2025-06-05 17:42:18,plate_KL6036_20250605_174218_698222_0011.jpg,KL 6036
2025-06-05 17:42:49,plate_CAD8874_20250605_174249_364223_0012.jpg,CAD8874
2025-06-05 17:43:05,plate_SMIUNO_20250605_174305_574702_0013.jpg,SMIUNO
2025-06-05 17:43:27,plate_CAB8874_20250605_174327_204427_0014.jpg,CAB8874
